motif	ID	Name	Species	Class	Family
MA1153.1_Smad4	MA1153.1	Smad4	Mus musculus	SMAD/NF-1 DNA-binding domain factors	SMAD factors
MA1418.1_IRF3	MA1418.1	IRF3	Homo sapiens	Tryptophan cluster factors 	Interferon-regulatory factors  
MA1419.1_IRF4	MA1419.1	IRF4	Homo sapiens	Tryptophan cluster factors 	Interferon-regulatory factors  
MA1420.1_IRF5	MA1420.1	IRF5	Homo sapiens	Tryptophan cluster factors 	Interferon-regulatory factors  
MA1421.1_TCF7L1	MA1421.1	TCF7L1	Homo sapiens	High-mobility group (HMG) domain factors	TCF-7-related factors
MA1463.1_ARGFX	MA1463.1	ARGFX	Homo sapiens	Homeo domain factors	Paired-related HD factors
MA1464.1_ARNT2	MA1464.1	ARNT2	Homo sapiens	Basic helix-loop-helix factors (bHLH)	PAS domain factors
MA1466.1_ATF6	MA1466.1	ATF6	Homo sapiens	Basic leucine zipper factors (bZIP)	Jun-related factors
MA1467.1_ATOH1(var.2)	MA1467.1	ATOH1(var.2)	Homo sapiens	Basic helix-loop-helix factors (bHLH)	Tal-related factors
MA1468.1_ATOH7	MA1468.1	ATOH7	Homo sapiens	Basic helix-loop-helix factors (bHLH)	Tal-related factors
MA1101.2_BACH2	MA1101.2	BACH2	Homo sapiens	Basic leucine zipper factors (bZIP)	Jun-related factors
MA1470.1_BACH2(var.2)	MA1470.1	BACH2(var.2)	Homo sapiens	Basic leucine zipper factors (bZIP)	Jun-related factors
MA1471.1_BARX2	MA1471.1	BARX2	Homo sapiens	Homeo domain factors	NK-related factors
MA1472.1_BHLHA15(var.2)	MA1472.1	BHLHA15(var.2)	Homo sapiens	Basic helix-loop-helix factors (bHLH)	Tal-related factors
MA1473.1_CDX4	MA1473.1	CDX4	Homo sapiens	Homeo domain factors	HOX-related factors
MA1474.1_CREB3L4	MA1474.1	CREB3L4	Homo sapiens	Basic leucine zipper factors (bZIP)	CREB-related factors
MA1475.1_CREB3L4(var.2)	MA1475.1	CREB3L4(var.2)	Homo sapiens	Basic leucine zipper factors (bZIP)	CREB-related factors
MA1476.1_DLX5	MA1476.1	DLX5	Homo sapiens	Homeo domain factors	NK-related factors
MA1478.1_DMRTA2	MA1478.1	DMRTA2	Homo sapiens	DM-type intertwined zinc finger factors	DMRT factors
MA1479.1_DMRTC2	MA1479.1	DMRTC2	Homo sapiens	DM-type intertwined zinc finger factors	DMRT factors
MA1480.1_DPRX	MA1480.1	DPRX	Homo sapiens	Homeo domain factors	Paired-related HD factors
MA1481.1_DRGX	MA1481.1	DRGX	Homo sapiens	Homeo domain factors	Paired-related HD factors
MA1483.1_ELF2	MA1483.1	ELF2	Homo sapiens	Tryptophan cluster factors	Ets-related factors
MA1484.1_ETS2	MA1484.1	ETS2	Homo sapiens	Tryptophan cluster factors	Ets-related factors
MA1485.1_FERD3L	MA1485.1	FERD3L	Homo sapiens	Basic helix-loop-helix factors (bHLH)	Tal-related factors
MA1487.1_FOXE1	MA1487.1	FOXE1	Homo sapiens	Fork head / winged helix factors	Forkhead box (FOX) factors
MA1489.1_FOXN3	MA1489.1	FOXN3	Homo sapiens	Fork head / winged helix factors	Forkhead box (FOX) factors
MA1491.1_GLI3	MA1491.1	GLI3	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1493.1_HES6	MA1493.1	HES6	Homo sapiens	Basic helix-loop-helix factors (bHLH)	Hairy-related factors
MA1494.1_HNF4A(var.2)	MA1494.1	HNF4A(var.2)	Homo sapiens	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
MA1495.1_HOXA1	MA1495.1	HOXA1	Homo sapiens	Homeo domain factors	HOX-related factors
MA1496.1_HOXA4	MA1496.1	HOXA4	Homo sapiens	Homeo domain factors	HOX-related factors
MA1497.1_HOXA6	MA1497.1	HOXA6	Homo sapiens	Homeo domain factors	HOX-related factors
MA1498.1_HOXA7	MA1498.1	HOXA7	Homo sapiens	Homeo domain factors	HOX-related factors
MA1499.1_HOXB4	MA1499.1	HOXB4	Homo sapiens	Homeo domain factors	HOX-related factors
MA1500.1_HOXB6	MA1500.1	HOXB6	Homo sapiens	Homeo domain factors	HOX-related factors
MA1501.1_HOXB7	MA1501.1	HOXB7	Homo sapiens	Homeo domain factors	HOX-related factors
MA1502.1_HOXB8	MA1502.1	HOXB8	Homo sapiens	Homeo domain factors	HOX-related factors
MA1503.1_HOXB9	MA1503.1	HOXB9	Homo sapiens	Homeo domain factors	HOX-related factors
MA1504.1_HOXC4	MA1504.1	HOXC4	Homo sapiens	Homeo domain factors	HOX-related factors
MA1505.1_HOXC8	MA1505.1	HOXC8	Homo sapiens	Homeo domain factors	HOX-related factors
MA1506.1_HOXD10	MA1506.1	HOXD10	Homo sapiens	Homeo domain factors	HOX-related factors
MA1507.1_HOXD4	MA1507.1	HOXD4	Homo sapiens	Homeo domain factors	HOX-related factors
MA1508.1_IKZF1	MA1508.1	IKZF1	Homo sapiens	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
MA1509.1_IRF6	MA1509.1	IRF6	Homo sapiens	Tryptophan cluster factors	Interferon-regulatory factors
MA1511.1_KLF10	MA1511.1	KLF10	Homo sapiens	C2H2 zinc finger factors	Three-zinc finger Kruppel-related factors
MA1512.1_KLF11	MA1512.1	KLF11	Homo sapiens	C2H2 zinc finger factors	Three-zinc finger Kruppel-related factors
MA1513.1_KLF15	MA1513.1	KLF15	Homo sapiens	C2H2 zinc finger factors	Three-zinc finger Kruppel-related factors
MA1514.1_KLF17	MA1514.1	KLF17	Homo sapiens	C2H2 zinc finger factors	Three-zinc finger Kruppel-related factors
MA1515.1_KLF2	MA1515.1	KLF2	Homo sapiens	C2H2 zinc finger factors	Three-zinc finger Kruppel-related factors
MA1516.1_KLF3	MA1516.1	KLF3	Homo sapiens	C2H2 zinc finger factors	Three-zinc finger Kruppel-related factors
MA1517.1_KLF6	MA1517.1	KLF6	Homo sapiens	C2H2 zinc finger factors	Three-zinc finger Kruppel-related factors
MA1518.1_LHX1	MA1518.1	LHX1	Homo sapiens	Homeo domain factors	HD-LIM factors
MA1519.1_LHX5	MA1519.1	LHX5	Homo sapiens	Homeo domain factors	HD-LIM factors
MA1520.1_MAF	MA1520.1	MAF	Homo sapiens	Basic leucine zipper factors (bZIP)	Maf-related factors
MA1521.1_MAFA	MA1521.1	MAFA	Homo sapiens	Basic leucine zipper factors (bZIP)	Maf-related factors
MA1522.1_MAZ	MA1522.1	MAZ	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1523.1_MSANTD3	MA1523.1	MSANTD3	Homo sapiens	Tryptophan cluster factors	Myb/SANT domain factors
MA1524.1_MSGN1	MA1524.1	MSGN1	Homo sapiens	Basic helix-loop-helix factors (bHLH)	Tal-related factors
MA1525.1_NFATC4	MA1525.1	NFATC4	Homo sapiens	Rel homology region (RHR) factors	NFAT-related factors
MA1527.1_NFIC(var.2)	MA1527.1	NFIC(var.2)	Homo sapiens	SMAD/NF-1 DNA-binding domain factors	Nuclear factor 1
MA1528.1_NFIX(var.2)	MA1528.1	NFIX(var.2)	Homo sapiens	SMAD/NF-1 DNA-binding domain factors	Nuclear factor 1
MA1529.1_NHLH2	MA1529.1	NHLH2	Homo sapiens	Basic helix-loop-helix factors (bHLH)	Tal-related factors
MA1530.1_NKX6-3	MA1530.1	NKX6-3	Homo sapiens	Homeo domain factors	NK-related factors
MA1531.1_NR1D1	MA1531.1	NR1D1	Homo sapiens	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
MA1532.1_NR1D2	MA1532.1	NR1D2	Homo sapiens	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
MA1533.1_NR1I2	MA1533.1	NR1I2	Homo sapiens	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
MA1534.1_NR1I3	MA1534.1	NR1I3	Homo sapiens	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
MA1535.1_NR2C1	MA1535.1	NR2C1	Homo sapiens	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
MA1536.1_NR2C2(var.2)	MA1536.1	NR2C2(var.2)	Homo sapiens	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
MA1537.1_NR2F1(var.2)	MA1537.1	NR2F1(var.2)	Homo sapiens	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
MA1538.1_NR2F1(var.3)	MA1538.1	NR2F1(var.3)	Homo sapiens	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
MA1539.1_NR2F6(var.3)	MA1539.1	NR2F6(var.3)	Homo sapiens	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
MA1540.1_NR5A1	MA1540.1	NR5A1	Homo sapiens	Nuclear receptors with C4 zinc fingers	FTZ-F1-related receptors (NR5)
MA1541.1_NR6A1	MA1541.1	NR6A1	Homo sapiens	Nuclear receptors with C4 zinc fingers	GCNF-related receptors (NR6)
MA1542.1_OSR1	MA1542.1	OSR1	Homo sapiens	C2H2 zinc finger factors	Other factors with up to three adjacent zinc fingers
MA1544.1_OVOL1	MA1544.1	OVOL1	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1545.1_OVOL2	MA1545.1	OVOL2	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1546.1_PAX3(var.2)	MA1546.1	PAX3(var.2)	Homo sapiens	Paired box factors	Paired plus homeo domain
MA1547.1_PITX2	MA1547.1	PITX2	Homo sapiens	Homeo domain factors	Paired-related HD factors
MA1548.1_PLAGL2	MA1548.1	PLAGL2	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1549.1_POU6F1(var.2)	MA1549.1	POU6F1(var.2)	Homo sapiens	Homeo domain factors	POU domain factors
MA1550.1_PPARD	MA1550.1	PPARD	Homo sapiens	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
MA1552.1_RARB(var.3)	MA1552.1	RARB(var.3)	Homo sapiens	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
MA1553.1_RARG(var.3)	MA1553.1	RARG(var.3)	Homo sapiens	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
MA1554.1_RFX7	MA1554.1	RFX7	Homo sapiens	Fork head / winged helix factors	RFX-related factors
MA1555.1_RXRB(var.2)	MA1555.1	RXRB(var.2)	Homo sapiens	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
MA1556.1_RXRG(var.2)	MA1556.1	RXRG(var.2)	Homo sapiens	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
MA1557.1_SMAD5	MA1557.1	SMAD5	Homo sapiens	SMAD/NF-1 DNA-binding domain factors	SMAD factors
MA1558.1_SNAI1	MA1558.1	SNAI1	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1559.1_SNAI3	MA1559.1	SNAI3	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1560.1_SOHLH2	MA1560.1	SOHLH2	Homo sapiens	Basic helix-loop-helix factors (bHLH)	PAS domain factors
MA1561.1_SOX12	MA1561.1	SOX12	Homo sapiens	High-mobility group (HMG) domain factors	SOX-related factors
MA1562.1_SOX14	MA1562.1	SOX14	Homo sapiens	High-mobility group (HMG) domain factors	SOX-related factors
MA1563.1_SOX18	MA1563.1	SOX18	Homo sapiens	High-mobility group (HMG) domain factors	SOX-related factors
MA1564.1_SP9	MA1564.1	SP9	Homo sapiens	C2H2 zinc finger factors	Three-zinc finger Kruppel-related factors
MA1565.1_TBX18	MA1565.1	TBX18	Homo sapiens	T-Box factors	TBX1-related factors
MA1566.1_TBX3	MA1566.1	TBX3	Homo sapiens	T-Box factors	TBX2-related factors
MA1567.1_TBX6	MA1567.1	TBX6	Homo sapiens	T-Box factors	TBX6-related factors
MA1568.1_TCF21(var.2)	MA1568.1	TCF21(var.2)	Homo sapiens	Basic helix-loop-helix factors (bHLH)	Tal-related factors
MA1569.1_TFAP2E	MA1569.1	TFAP2E	Homo sapiens	Basic helix-span-helix factors (bHSH)	AP-2
MA1570.1_TFAP4(var.2)	MA1570.1	TFAP4(var.2)	Homo sapiens	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors
MA1571.1_TGIF2LX	MA1571.1	TGIF2LX	Homo sapiens	Homeo domain factors	TALE-type homeo domain factors
MA1572.1_TGIF2LY	MA1572.1	TGIF2LY	Homo sapiens	Homeo domain factors	TALE-type homeo domain factors
MA1573.1_THAP11	MA1573.1	THAP11	Homo sapiens	C2CH THAP-type zinc finger factors	THAP-related factors
MA1574.1_THRB	MA1574.1	THRB	Homo sapiens	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
MA1575.1_THRB(var.2)	MA1575.1	THRB(var.2)	Homo sapiens	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
MA1576.1_THRB(var.3)	MA1576.1	THRB(var.3)	Homo sapiens	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
MA1577.1_TLX2	MA1577.1	TLX2	Homo sapiens	Homeo domain factors	NK-related factors
MA1578.1_VEZF1	MA1578.1	VEZF1	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1579.1_ZBTB26	MA1579.1	ZBTB26	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1580.1_ZBTB32	MA1580.1	ZBTB32	Homo sapiens	C2H2 zinc finger factors	Other factors with up to three adjacent zinc fingers
MA1581.1_ZBTB6	MA1581.1	ZBTB6	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1583.1_ZFP57	MA1583.1	ZFP57	Homo sapiens	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
MA1584.1_ZIC5	MA1584.1	ZIC5	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1585.1_ZKSCAN1	MA1585.1	ZKSCAN1	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1587.1_ZNF135	MA1587.1	ZNF135	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1588.1_ZNF136	MA1588.1	ZNF136	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1589.1_ZNF140	MA1589.1	ZNF140	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1592.1_ZNF274	MA1592.1	ZNF274	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1593.1_ZNF317	MA1593.1	ZNF317	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1594.1_ZNF382	MA1594.1	ZNF382	Homo sapiens	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
MA1596.1_ZNF460	MA1596.1	ZNF460	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1597.1_ZNF528	MA1597.1	ZNF528	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1599.1_ZNF682	MA1599.1	ZNF682	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1600.1_ZNF684	MA1600.1	ZNF684	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1601.1_ZNF75D	MA1601.1	ZNF75D	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1602.1_ZSCAN29	MA1602.1	ZSCAN29	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1603.1_Dmrt1	MA1603.1	Dmrt1	Mus musculus	DM-type intertwined zinc finger factors	DMRT factors
MA1604.1_Ebf2	MA1604.1	Ebf2	Mus musculus	Rel homology region (RHR) factors	Early B-Cell Factor-related factors
MA1606.1_Foxf1	MA1606.1	Foxf1	Mus musculus	Fork head / winged helix factors	Forkhead box (FOX) factors
MA1607.1_Foxl2	MA1607.1	Foxl2	Mus musculus	Fork head / winged helix factors	Forkhead box (FOX) factors
MA1608.1_Isl1	MA1608.1	Isl1	Mus musculus	Homeo domain factors	HD-LIM factors
MA1615.1_Plagl1	MA1615.1	Plagl1	Mus musculus	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
MA1616.1_Prdm15	MA1616.1	Prdm15	Mus musculus	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
MA1618.1_Ptf1a	MA1618.1	Ptf1a	Mus musculus	Basic helix-loop-helix factors (bHLH)	Tal-related factors
MA1619.1_Ptf1a(var.2)	MA1619.1	Ptf1a(var.2)	Mus musculus	Basic helix-loop-helix factors (bHLH)	Tal-related factors
MA1620.1_Ptf1a(var.3)	MA1620.1	Ptf1a(var.3)	Mus musculus	Basic helix-loop-helix factors (bHLH)	Tal-related factors
MA1621.1_Rbpjl	MA1621.1	Rbpjl	Mus musculus	Rel homology region (RHR) factors	CSL-related factors
MA1622.1_Smad2::Smad3	MA1622.1	Smad2::Smad3	Mus musculus	SMAD/NF-1 DNA-binding domain factors::SMAD/NF-1 DNA-binding domain factors	SMAD factors::SMAD factors
MA1623.1_Stat2	MA1623.1	Stat2	Mus musculus	STAT domain factors	STAT factors
MA1624.1_Stat5a	MA1624.1	Stat5a	Mus musculus	STAT domain factors	STAT factors
MA1625.1_Stat5b	MA1625.1	Stat5b	Mus musculus	STAT domain factors	STAT factors
MA1627.1_Wt1	MA1627.1	Wt1	Mus musculus	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
MA1628.1_Zic1::Zic2	MA1628.1	Zic1::Zic2	Mus musculus	C2H2 zinc finger factors	More than 3 adjacent zinc fingers::More than 3 adjacent zinc fingers
MA1629.1_Zic2	MA1629.1	Zic2	Mus musculus	C2H2 zinc finger factors	More than 3 adjacent zinc fingers::More than 3 adjacent zinc fingers
MA1630.1_Znf281	MA1630.1	Znf281	Mus musculus	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1100.2_ASCL1	MA1100.2	ASCL1	Homo sapiens	Basic helix-loop-helix factors (bHLH)	MyoD / ASC-related factors
MA0605.2_ATF3	MA0605.2	ATF3	Homo sapiens	Basic leucine zipper factors (bZIP)	Jun-related factors
MA0877.2_BARHL1	MA0877.2	BARHL1	Homo sapiens	Homeo domain factors	NK-related factors
MA0462.2_BATF::JUN	MA0462.2	BATF::JUN	Homo sapiens	Basic leucine zipper factors (bZIP)::Basic leucine zipper factors (bZIP)	B-ATF-related factors::Jun-related factors
MA0463.2_BCL6	MA0463.2	BCL6	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA0878.2_CDX1	MA0878.2	CDX1	Homo sapiens	Homeo domain factors	HOX-related factors
MA0864.2_E2F2	MA0864.2	E2F2	Homo sapiens	Fork head / winged helix factors	E2F-related factors
MA0469.3_E2F3	MA0469.3	E2F3	Homo sapiens	Fork head / winged helix factors	E2F-related factors
MA0470.2_E2F4	MA0470.2	E2F4	Homo sapiens	Fork head / winged helix factors	E2F-related factors
MA0612.2_EMX1	MA0612.2	EMX1	Homo sapiens	Homeo domain factors	NK-related factors
MA0847.2_FOXD2	MA0847.2	FOXD2	Homo sapiens	Fork head / winged helix factors	Forkhead box (FOX) factors
MA0766.2_GATA5	MA0766.2	GATA5	Homo sapiens	Other C4 zinc finger-type factors	GATA-type zinc fingers
MA0038.2_GFI1	MA0038.2	GFI1	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA0734.2_GLI2	MA0734.2	GLI2	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA0893.2_GSX2	MA0893.2	GSX2	Homo sapiens	Homeo domain factors	HOX-related factors
MA1099.2_HES1	MA1099.2	HES1	Homo sapiens	Basic helix-loop-helix factors (bHLH)	Hairy-related factors
MA0616.2_HES2	MA0616.2	HES2	Homo sapiens	Basic helix-loop-helix factors (bHLH)	Hairy-related factors
MA0650.2_HOXA13	MA0650.2	HOXA13	Homo sapiens	Homeo domain factors	HOX-related factors
MA0900.2_HOXA2	MA0900.2	HOXA2	Homo sapiens	Homeo domain factors	HOX-related factors
MA0158.2_HOXA5	MA0158.2	HOXA5	Homo sapiens	Homeo domain factors	HOX-related factors
MA0594.2_HOXA9	MA0594.2	HOXA9	Homo sapiens	Homeo domain factors	HOX-related factors
MA0902.2_HOXB2	MA0902.2	HOXB2	Homo sapiens	Homeo domain factors	HOX-related factors
MA0904.2_HOXB5	MA0904.2	HOXB5	Homo sapiens	Homeo domain factors	HOX-related factors
MA0485.2_HOXC9	MA0485.2	HOXC9	Homo sapiens	Homeo domain factors	HOX-related factors
MA0909.2_HOXD13	MA0909.2	HOXD13	Homo sapiens	Homeo domain factors	HOX-related factors
MA0912.2_HOXD3	MA0912.2	HOXD3	Homo sapiens	Homeo domain factors	HOX-related factors
MA0910.2_HOXD8	MA0910.2	HOXD8	Homo sapiens	Homeo domain factors	HOX-related factors
MA0913.2_HOXD9	MA0913.2	HOXD9	Homo sapiens	Homeo domain factors	HOX-related factors
MA1140.2_JUNB(var.2)	MA1140.2	JUNB(var.2)	Homo sapiens	Basic leucine zipper factors (bZIP)	Jun-related factors
MA0701.2_LHX9	MA0701.2	LHX9	Homo sapiens	Homeo domain factors	HD-LIM factors
MA0702.2_LMX1A	MA0702.2	LMX1A	Homo sapiens	Homeo domain factors	HD-LIM factors
MA0703.2_LMX1B	MA0703.2	LMX1B	Homo sapiens	Homeo domain factors	HD-LIM factors
MA0623.2_NEUROG1	MA0623.2	NEUROG1	Homo sapiens	Basic helix-loop-helix factors (bHLH)	Tal-related factors
MA0842.2_NRL	MA0842.2	NRL	Homo sapiens	Basic leucine zipper factors (bZIP)	Maf-related factors
MA0682.2_PITX1	MA0682.2	PITX1	Homo sapiens	Homeo domain factors	Paired-related HD factors
MA0075.3_PRRX2	MA0075.3	PRRX2	Homo sapiens	Homeo domain factors	Paired-related HD factors
MA0867.2_SOX4	MA0867.2	SOX4	Homo sapiens	High-mobility group (HMG) domain factors	SOX-related factors
MA0868.2_SOX8	MA0868.2	SOX8	Homo sapiens	High-mobility group (HMG) domain factors	SOX-related factors
MA0079.4_SP1	MA0079.4	SP1	Homo sapiens	C2H2 zinc finger factors	Three-zinc finger Kruppel-related factors
MA0516.2_SP2	MA0516.2	SP2	Homo sapiens	C2H2 zinc finger factors	Three-zinc finger Kruppel-related factors
MA0746.2_SP3	MA0746.2	SP3	Homo sapiens	C2H2 zinc finger factors	Three-zinc finger Kruppel-related factors
MA0632.2_TCFL5	MA0632.2	TCFL5	Homo sapiens	Basic helix-loop-helix factors (bHLH)	PAS domain factors
MA0871.2_TFEC	MA0871.2	TFEC	Homo sapiens	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors
MA0753.2_ZNF740	MA0753.2	ZNF740	Homo sapiens	C2H2 zinc finger factors	Other factors with up to three adjacent zinc fingers
MA0122.3_Nkx3-2	MA0122.3	Nkx3-2	Mus musculus	Homeo domain factors	NK-related factors
MA1631.1_ASCL1(var.2)	MA1631.1	ASCL1(var.2)	Homo sapiens	Basic helix-loop-helix factors (bHLH)	MyoD / ASC-related factors
MA1632.1_ATF2	MA1632.1	ATF2	Homo sapiens	Basic leucine zipper factors (bZIP)	Jun-related factors
MA1633.1_BACH1	MA1633.1	BACH1	Homo sapiens	Basic leucine zipper factors (bZIP)	Jun-related factors
MA1634.1_BATF	MA1634.1	BATF	Homo sapiens	Basic leucine zipper factors (bZIP)	B-ATF-related factors
MA1635.1_BHLHE22(var.2)	MA1635.1	BHLHE22(var.2)	Homo sapiens	Basic helix-loop-helix factors (bHLH)	Tal-related factors
MA1636.1_CEBPG(var.2)	MA1636.1	CEBPG(var.2)	Homo sapiens	Basic leucine zipper factors (bZIP)	C/EBP-related factors
MA1637.1_EBF3	MA1637.1	EBF3	Homo sapiens	Rel homology region (RHR) factors	Early B-Cell Factor-related factors
MA1638.1_HAND2	MA1638.1	HAND2	Homo sapiens	Basic helix-loop-helix factors (bHLH)	Tal-related factors
MA1639.1_MEIS1(var.2)	MA1639.1	MEIS1(var.2)	Homo sapiens	Homeo domain factors	TALE-type homeo domain factors
MA1640.1_MEIS2(var.2)	MA1640.1	MEIS2(var.2)	Homo sapiens	Homeo domain factors	TALE-type homeo domain factors
MA1641.1_MYF5	MA1641.1	MYF5	Homo sapiens	Basic helix-loop-helix factors (bHLH)	MyoD / ASC-related factors
MA1642.1_NEUROG2(var.2)	MA1642.1	NEUROG2(var.2)	Homo sapiens	Basic helix-loop-helix factors (bHLH)	Tal-related factors
MA1643.1_NFIB	MA1643.1	NFIB	Homo sapiens	SMAD/NF-1 DNA-binding domain factors	Nuclear factor 1
MA1644.1_NFYC	MA1644.1	NFYC	Homo sapiens	Heteromeric CCAAT-binding factors	NA
MA1645.1_NKX2-2	MA1645.1	NKX2-2	Homo sapiens	Homeo domain factors	NK-related factors
MA1646.1_OSR2	MA1646.1	OSR2	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1647.1_PRDM4	MA1647.1	PRDM4	Homo sapiens	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
MA1648.1_TCF12(var.2)	MA1648.1	TCF12(var.2)	Homo sapiens	Basic helix-loop-helix factors (bHLH)	E2A-related factors
MA1649.1_ZBTB12	MA1649.1	ZBTB12	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1650.1_ZBTB14	MA1650.1	ZBTB14	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1651.1_ZFP42	MA1651.1	ZFP42	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1652.1_ZKSCAN5	MA1652.1	ZKSCAN5	Homo sapiens	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
MA1653.1_ZNF148	MA1653.1	ZNF148	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1654.1_ZNF16	MA1654.1	ZNF16	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1655.1_ZNF341	MA1655.1	ZNF341	Homo sapiens	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
MA1656.1_ZNF449	MA1656.1	ZNF449	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1657.1_ZNF652	MA1657.1	ZNF652	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA1683.1_FOXA3	MA1683.1	FOXA3	Homo sapiens	Fork head / winged helix factors	Forkhead box (FOX) factors
MA0833.2_ATF4	MA0833.2	ATF4	Homo sapiens	Basic leucine zipper factors (bZIP)	ATF-4-related factors
MA0835.2_BATF3	MA0835.2	BATF3	Homo sapiens	Basic leucine zipper factors (bZIP)	B-ATF-related factors
MA0465.2_CDX2	MA0465.2	CDX2	Homo sapiens	Homeo domain factors	HOX-related factors
MA0102.4_CEBPA	MA0102.4	CEBPA	Homo sapiens	Basic leucine zipper factors (bZIP)	C/EBP-related factors
MA0836.2_CEBPD	MA0836.2	CEBPD	Homo sapiens	Basic leucine zipper factors (bZIP)	C/EBP-related factors
MA0018.4_CREB1	MA0018.4	CREB1	Homo sapiens	Basic leucine zipper factors (bZIP)	CREB-related factors
MA1102.2_CTCFL	MA1102.2	CTCFL	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA0471.2_E2F6	MA0471.2	E2F6	Homo sapiens	Fork head / winged helix factors	E2F-related factors
